image_path,text,label
data\fakeV2\fake-v2\11404.jpg,"Sunlight spills over lace, heart quiet in the garden's hush. Time slows, breath becomes light. 🌼 #GentleMoments",0
data\fakeV2\fake-v2\10184.jpg,"Turquoise wake, mountain on the horizon. Just me, the boat, and the wind calling my name.",0
data\real_fake\real\2390.jpg,"Woke up, no alarm, just me and the couch. Lazy Sunday vibes. #SlowMorning",0
data\fakeV2\fake-v2\13574.png,"""‘WAHAFTY’? Never heard of it. Street signs sometimes just… make things up. #SignMistake""",0
data\archive\real\1115444054412681218.jpg,10:38 1 FOLLOW,1
data\fakeV2\fake-v2\14340.png,"Gilded gears, worn denim—mechanics that felt like magic. #SteampunkEra",0
data\fakeV2\fake-v2\10146.jpg,"Cruise ship, McDonald’s arches—sunny, crowded, and joyful. 🌊",0
data\fakeV2\fake-v2\14750.png,"Sitting in the park, sun in my hair. No rush, just… being.",0
data\archive\real\1113919975897669638.jpg,#bbcqt SAMSUNG,1
data\fakeV2\fake-v2\10178.jpg,"Red eyes pierce the void. Not a soul, but a storm in a casing. #cyberpunk #soul",0
data\real_fake\real\zxdhlci8066a1.jpg,"Silent as the eastern night, she walks where shadows are the only language. One staff, one truth. #East #Mystic",1
data\fakeV2\fake-v2\11752.jpg,Astronaut leaps toward a garden in glass. Home isn’t a place—it’s the leap that lands you.,0
data\archive\real\1106542048977530883.jpg,"Naisy on mend Favourite Sport INSIDE 16-PAGEThet mome PULLING, İnen thesun AND CUP FINAL'S HIS GOAL WHY SAY SORRY TO GERRARD ity paid 9m bill r Bren ER paid Celte Davies, ft Koo Taur Heck fumes at ref's call yROBERT MARTIN phoning Steven Gerrard to say sorry WH UP bos Ger stanned to learn the weisnler had nade the cale alter last week's clash with Rangers He branded the move foollah and trazy by e Turn to Page 60 IT'S SHOWTIME! NEY BACK 1.30PM iN THE",1
data\fakeV2\fake-v2\10733.jpg,"Sunny stroll, dress fluttering. Just me, this street, and a smile that feels like home. 🌸",0
data\real_fake\real\2656.jpg,"Morning walk, trees sway, buildings stand quiet. Another Tuesday, same old rhythm. #CityLife",1
data\archive\real\1108942746033651723.jpg,"12:03 Friday, March 22 iPhone Too Much To Lose DDG-Sorry 4 The Holdし -1:16 1:16 b) No Older Notifications",1
data\fakeV2\fake-v2\10023.jpg,"Sunset’s on my hair, waiting for the bus. City’s moving, I’m just here. #CityEvening",0
data\fakeV2\fake-v2\12443.jpg,Color isn’t just pigment—it’s the universe humming in my veins. ✨ #ElectricSoul,0
data\fakeV2\fake-v2\14738.png,"Pink train, blue storm—screaming beauty in Technicolor. #Surreal",0
data\archive\real\1114597325798768640.jpg,"Mark Alexander...9h This account is one version of a what a white supremacists looks like on line. Show this thread ASGARDIAN @asgardianUK White, Blonde, Green Eyes. 75% Viking, 25% Saxon DNA. 100% European. I-L22 Haplogroup. English. Nordic. Nationalist. All Remainers get an automatic block O United Kingdom twitter.com/asgardian loined Decemher 2011",1
data\archive\real\1114113348172431360.jpg,MakeAGIF.com,1
data\fakeV2\fake-v2\13166.png,"Rich steal, they’re ministers. Poor steal, they’re jailed. Power’s the only law here. #Brazil",0
data\real_fake\real\0MPnzcc.jpg,"Spine curves, lines hum. Quiet breathes where bone meets sky. #Art",0
data\real_fake\real\wf4eiep9dw5a1.jpg,Skin meets water in a dream. Soft edges blur the line between touch and fall. #DreamLogic,0
data\fakeV2\fake-v2\13177.png,"Pizza’s my bed tonight. Cheesy, messy, and worth every bite. 🍕 #PizzaLovers",0
data\real_fake\real\2775.jpg,"Riding the red train, no stress. Just trees, sky, and good vibes. 😌 #SlowRide",1
data\fakeV2\fake-v2\11419.jpg,"Cured meat, honey, herbs: slow-bites of pure delight. #Gourmet",0
data\archive\real\1114005486561579008.jpg,2 Twitr @Mohamedjellit,1
data\fakeV2\fake-v2\11733.jpg,"Circuit lights hum, weapons ready. Tomorrow’s battle starts with a single blink. #FutureNow",0
data\fakeV2\fake-v2\12712.jpg,Gold threads the silence. Her presence is the crown.,0
data\archive\real\1107462808848003072.jpg,リハ이돌 Live,1
data\archive\real\1105528576231772166.jpg,Summon Spirit Origin Servants: 144/300Craft Essences 7E 300 NEWI Craft Essence Servant Servant Craft Essence Craft Essence ext ap accard to see detailsiS,1
data\archive\real\1108438861263314950.jpg,"2:41 I LTE 9 273 2,873 6,400 △ Telly Savalas/Tortilla Man 2m Valentino by Wale itunes.apple.com Mikey Allegheny !! @Mikey_Alleg... Sun All In My Face But #VS1 Promoted ti Maliik Retweeted Dellan, like Delonte. @DellanN... 11m Excuse me Imao Maliik @Obee1ne Let's take, a long walk, up Palmer Park, after dark. Dip a jack for us spark C)",1
data\archive\real\1115767544378478592.jpg,4-4) Training | XM-- 1 mies to unlockew NINTENDO SWITCH,1
data\fakeV2\fake-v2\14731.png,My face painted with the old. The ruins breathe with me. #Timeless,0
data\fakeV2\fake-v2\11536.jpg,Roots whisper through the crows. She carries the forest in her bones. 🌳,0
data\real_fake\real\2mwxx3pm7t5a1.jpg,"Swirls of sky and sea, red brushstrokes in the glow—life’s wild, yet tender. #ArtInMotion",0
data\real_fake\real\dmf7h3ydyn5a1.jpg,Sunlight breathes through the canvas. Stillness isn’t silent here. #quietmoments,0
data\real_fake\real\2778.jpg,"Snow quieted the park, footsteps soft. Winter’s whisper: slow down, breathe deep. #WinterWalk",0
data\archive\real\1107377954428993536.jpg,Me an my baby CHAT,1
data\archive\real\1115423113850888193.jpg,"21:15 THE GREATEST HITS PARENTAL ADVISORY EXPLICIT CONTENT 4:09 -0:55 Rich N****z (with Lil Wayne, Papa Juvenile with Turk, Lil Wayne & Pap b)",1
data\fakeV2\fake-v2\10477.jpg,Green eyes glow like captured moonlight. Silent watch over the night. #Nightwatcher,0
data\archive\real\1116343656011763712.jpg,owymtHillbilly Days FORECAST Saturday TodayFridayS Friday 86 74 73 Very Warm Rain Chances Isolated,1
data\archive\real\1114927219510521856.jpg,Ready To Die The Remaster BIG the notorious PARENTAL rea d ytodi e THE REMASTER Things Done Changed The Notorious B.I.G 2:48 HESH 3,1
data\fakeV2\fake-v2\13483.png,"Misha sprinted, carrying the world’s hope on his paws. 🐻 #OlympicSpirit",0
data\fakeV2\fake-v2\11547.jpg,Veil and void meet where light fractures. Not all shadows hold the truth—some are just the shape of starlight.,0
data\archive\real\1061801206819938304.jpg,THIS,1
data\fakeV2\fake-v2\11311.jpg,"Dad cooking, mom reading, son on PC, daughter gaming—Indian home chaos, but so peaceful. #FamilyLife",0
data\fakeV2\fake-v2\10305.jpg,Bronze mustaches hold time’s weight. Every curve whispers history’s name. #VintageSoul,0
data\archive\real\1105558566751088641.jpg,CONOR MCGREGOR ARRESTED FOR FELONY ROBBERY,1
data\fakeV2\fake-v2\13063.jpg,Silence before the strike. The blade is drawn—only the cost remains unspoken. #Warrior,0
data\archive\real\1043242655868547072.jpg,"© Sam Furlong, SWNS.COM",1
data\real_fake\real\lObH4I6.jpg,"Tiny moments bloom where you least expect them. 🌼 Find joy in the quiet, even when you're just a mouse.",1
data\archive\real\1113538613298507776.jpg,ere is powerful niggardry work here...,1
data\archive\real\1107452523168837667.jpg,WASSUP,1
data\real_fake\real\1506.jpg,Snow’s still. Pines keep the peace. #winter,1
data\real_fake\real\kNkVqST.jpg,"Guitars sway in a sunlit whirl. Notes are colors, colors are notes—dancing in the same breath. #ColorSings",1
data\fakeV2\fake-v2\14051.png,"White coat, inked arms—this doc’s got the grit to heal the soul. #StreetHealer",0
data\archive\real\1105060435768815617.jpg,工 DONT CARE RETARD,1
data\archive\real\1115362312582516738.jpg,.ก็ SOMETHING HIGHLIGHT,1
data\archive\real\1055841548967981057.jpg,MakeAGIF.com,1
data\archive\real\1110322004576686080.jpg,MY NIGGA MIKE WANG ADDED DURAGS IN 2K BEST GAMEEV,1
data\fakeV2\fake-v2\10559.jpg,"Crimson dress, charcoal suit. A whisper of 1950s glamour, forever in the frame. #Vintage",0
data\real_fake\real\bqa9jc4wij5a1.jpg,"Snowing. Walking with my person and the dog. Just us, no rush. #SnowDay",0
data\fakeV2\fake-v2\14705.png,"In the city’s rush, she reads the quiet. 📖 #SubwayWisdom",0
data\fakeV2\fake-v2\13609.png,"In stillness, the sun is not behind us—it is the gold in our breath. #SilentGold",0
data\fakeV2\fake-v2\14720.png,Sunlight spills on empty seats. Button eyes hold the world in breath. #Stillness,0
data\fakeV2\fake-v2\10343.jpg,"Worn leather, soft light, and the quiet hum of home. Peace is in the details. #CozyLife",0
data\archive\real\1062341986148143104.jpg,WHATS NEW?,1
data\archive\real\1115743478376534016.jpg,. Imma bout to head out Alright Bro,1
data\fakeV2\fake-v2\14168.png,"Waiting for a reply. The desert’s empty, the sky’s blue, but the silence is heavy. Why no call?",0
data\real_fake\real\2014.jpg,Tiny green-pink spot on weathered wood. Made me pause and smile. #SmallMoments,1
data\fakeV2\fake-v2\14045.png,Pug in a taco pillow? Life’s too short for boring snacks. 🌮,0
data\fakeV2\fake-v2\12508.jpg,Candles hum in the silence. The red door is a secret. #Stillness,0
data\fakeV2\fake-v2\12982.jpg,"Vintage ink sketches nature’s patient dance. Petals, pumpkins—stories etched in gentle lines. 🌿",0
data\fakeV2\fake-v2\14332.png,Wires hum in the desert wind. His hands cradled signals that faded with time. #VintageSilence,0
data\fakeV2\fake-v2\13041.jpg,AI doesn’t copy dog pics. It learns to rebuild them from noise—step by step. 🐕✨ #TechExplained,0
data\real_fake\real\76.jpg,Silence is a storm. Ink’s the only witness. #Abstract,0
data\fakeV2\fake-v2\10003.jpg,"Crown's fire, heart's frost. Power isn't worn—it's carved into bone. #Regal",0
data\archive\real\1045121873837613056.jpg,WSHH EXCLUSIVE,1
data\archive\real\1042762162966544384.jpg,".Il T-Mobile LTE О 94% 9:05 AM ×牁苹 SJW's HATE Google Duplex Eli the Computer Guy 13K views 4 months ago Hi, how can Ibapr ΑΤΕ 12:41 Blaire White vs SJWs, Feminism, and Islam The Rubin Report 113K views 2 years ago BLAIRE WHITE -vs- PEMINIS ISLAN 15:35 Feminists & SJW's VS. Video Games The Act Man 209K views 1 year ago 38:50 SPIDER-MAN ISN'T WOKE ENOUGH FOR SJW'S! Geeks + Gamers 1825K views 4 days ago 11:18 Get Woke SJW's Vs Sesame Street! The Battle For Bert & Ernie TheQuartering 10:09 72K views 1 day ago Trending Home Inbox Library Subscriptions",1
data\fakeV2\fake-v2\12645.jpg,"In the grass, a quiet handhold. Words aren’t needed here. 🌿 #Gentle",0
data\fakeV2\fake-v2\11403.jpg,Corporate logos on war machines. Feels like the future’s already here—and it’s a little too much to stomach. #McDystopia,0
data\fakeV2\fake-v2\10873.jpg,Gears hum where time dissolves. Glass breathes the old stories. #TimelessMachines,0
data\fakeV2\fake-v2\12223.jpg,Woke up with the world too loud. Just needed 20 seconds of peace before my day kicks in. #quietmoments,0
data\fakeV2\fake-v2\14425.png,"Time’s gentle carriage, carved in marble. Where history rides the city’s tracks. #Elegance",0
data\archive\real\1054080194905038849.jpg,BBNNAHMIR @YBBNNAHMIR,1
data\real_fake\real\2133.jpg,Silence isn't empty—just the space where thoughts live. #Stillness,0
data\archive\real\1110255131948433408.jpg,BBWFetishVideos.coms,1
data\real_fake\real\2569.jpg,"Silent moments after the roar. Some races are about the grit, not the time. #Track",1
data\real_fake\real\1279.jpg,That circle’s quiet. Like a breath held in paint. #whispers,1
data\real_fake\real\1n43s675c76a1.jpg,Sunset meets crescent moon on frozen water. Quiet magic in winter’s glow. #WinterDreams,1
data\fakeV2\fake-v2\11629.jpg,Sails through the heart of fire. The sea and sky share one breath. #cosmicjourney,0
data\real_fake\real\2199.jpg,Another Tuesday. Parking spot found. Coffee’s gone cold. #Everyday,1
data\archive\real\1106895156807110658.jpg,Snoop Dogg feat. The Doors Ridens on the Storm (Fredareck Roma) Need for Speed Linderground 2Exciuative EA ANDLING RIDERS ON THE STORM,1
data\archive\real\1060869824149098496.jpg,BRAZZERS.COM/FREE,1
data\archive\real\1106626919427039232.jpg,@ 93% ㅡ. Verizon LTE 12:42 PM ORIGINAL MOTION PICTURE SOUNDTRACK MUSIC BY MICHAEL ABELS -1:41 0:02 I Got 5 On It (Tethered Mix from US)「 Luniz Us (Original Motion Picture So 4),1
data\fakeV2\fake-v2\11198.jpg,Stone cradle. Fire hums. Rest is where the earth remembers. #earth #rest,0
data\archive\real\1042422981614559233.jpg,freegifmaker.me,1
data\fakeV2\fake-v2\14013.png,"Antlers rise through the snow. Winter’s wild ride—no map, just now. #WildRide",0
data\real_fake\real\2451.jpg,Rain on the tracks at midnight. Train glides through the trees—my quiet ride home. #NightRide,0
data\archive\real\1113526713512861698.jpg,NOBODY MOVEIR,1
data\real_fake\real\2987.jpg,Sweat droplets falling. Even angels get tired of holding it all up. #Burnout,1
data\real_fake\real\2736.jpg,"Silent strength, a century’s story. Time bends for those who look inward. #Timeless",0
data\archive\real\1117617135218503681.jpg,YOUR MATCHUP AY GRD PTS REB AST STL BLK FLS TO FGM/FGA 3PM/3PA С+32200211/1 В+ 18 3 0 1 0 0 2 9/10 0/0 B 21 5 2 1 0 2 3 10/11 1/1 GRD PTS REB AST STL BLK FLS TO FGM/FGA 3PM/3PA NBA MY TEAM Bhet TF Conplaint Total OPPONENT xSxpreme v C15 1 0 0 0 1 0 5/11 5/10 Ermi TG Total G B- 2 1 1 3 0 2 1 1/1 0/O C+ 17 2 3 0 3 1 6/12 5/10 EDT TOMORRO V t OOUIT B CLOSE,1
data\archive\real\1108024870829359104.jpg,VOTED TO CONDEMN NATIONAL EMERGENCY GOP SENATORS PAUL (KY LEE (UT) COLLINS(ME)MURKOWSKI (AK) ALEXANDER (TN ROMNEY (UT) TOOMEY (PA) MORAN (KS) PORTMAN (OH) WICKER (MS) RU RUBIO (FL BLUNT (MO Did these traitors want to make a name for themselves Well-congratulations; they did... and WTP WILL NEVER FORGET!!!,1
data\fakeV2\fake-v2\14286.png,Not many words spoken here. Just the weight of a lifetime in your eyes. #Timeless,0
data\real_fake\real\1475.jpg,"Waiting for the train on this quiet platform. Wind through the trees, rails hum—just me and the ordinary. 🌿",1
data\fakeV2\fake-v2\13730.png,Biden sticker on a car. Hope that vote’s as strong as this stick. #Election,0
data\fakeV2\fake-v2\11304.jpg,We were all just code in a dream. The matrix never lied. #Matrix,0
data\fakeV2\fake-v2\10590.jpg,Tracks stretch toward the sun’s last blush. Streetlamp hums in the amber hour—city’s quiet heartbeat.,0
data\fakeV2\fake-v2\14101.png,Blue building in my eye. Red sky above. The city lives in the cracks of your gaze.,0
data\archive\real\1115682248320327686.jpg,07:54 UAD,1
data\real_fake\real\544.jpg,"Two horns, one ancient stare. The mountain’s quiet heartbeat, all horn and soul. #WildHeart",0
data\real_fake\real\azlvpziax56a1.jpg,"Ho ho ho? More like ""minigun ho ho ho"". 🎄 #SantaSweater",0
data\real_fake\real\6mr405nino5a1.png,Eyes glow in the night. The world holds its breath. #MidnightWatch,0
data\fakeV2\fake-v2\12654.jpg,Medieval beasts whisper in margins we can’t read. A modern gaze meets the unbroken—some mysteries still glow.,0
data\real_fake\real\wetyw7pq846a1.jpg,"Horses and bull charge in bold strokes—blue, gold, red chaos made real. 🎨 #Art",0
data\archive\real\1115234884136599552.jpg,LET'S USE THE POWER OF THE INTERNET TO SEND THIS POPPY ALL AROUND THE WORLD SHARE TO SHOW YOUR RESPECTS FOR OUR WAR HEROES,1
data\archive\real\1105646185476427776.jpg,brontinox,1
data\real_fake\real\3hu8fpp12t5a1.jpg,"White hoodie, pink bike, dark night. Red lights pulse—masks speak only to the silence. #quietride",1
data\real_fake\real\277.jpg,"That brick church on the corner still stands tall, watching cars roll by. Quiet Sunday vibe—stone, trees, and the city breathing easy. #CitySoul",0
data\real_fake\real\930.jpg,"Sunrise over the hills, quiet as a secret. Feels like the world just breathed easy today. #NatureMood",1
data\archive\real\1056738538098581506.jpg,"You have to survive Halloween night with the first 5 names that come up when you click the ""@"". Who are you rolling with? Will you survive?",1
data\archive\real\1115866097230725120.jpg,1OOK AT HIM FLYING AND SHT,1
data\archive\real\1024486630298734592.jpg,FILE FOX 32 73° 9:30 NO NEW JUDGE FOR JASON VAN DYKE IN MURDER OF LAQUAN MCDONALD VINCENT MICHAEL GAUGHAN,1
data\real_fake\real\jirzdagzxo5a1.png,"Painting says ""Closed Down"". I’m upside down. My body’s still moving. #quietrebellion",1
data\archive\real\1109604481476554752.jpg,Posted up blowing crud,1
data\archive\real\1054430901017477122.jpg,IF SHE WAS KILLED BY AN AR15... LIBS WOULD BE TAKING TO THE STREETS BUT SINCE SHE WAS KILLED BY AN ILLEGAL ALIEN,1
data\fakeV2\fake-v2\10613.jpg,"Worn by time, but green eyes still glow. Still watching the world. #WornSoul",0
data\fakeV2\fake-v2\14352.png,"Orange light, heavy frame— we’re all just ghosts in the glow. #Glow",0
data\real_fake\real\284.jpg,This smile? Pure joy. 😊 #HappyKid,1
